,nonnewsurl,blackrule
60,https://www.pbs.org/newshour/support/friends-of-the-newshour?utm_source=newshour%20additional%20page&utm_medium=png,^.*.png.*$
34,https://www.pbs.org/newshour/about/contact-us,^.*contact-us.*$
2,https://www.pbs.org/newshour/podcasts,^.*podcast.*$
68,https://www.pbs.org/about/pbs-privacy-policy/,^.*privacy-policy.*$
69,https://www.pbs.org/newshour/subscribe#rss-feeds,^.*rss-feed.*$
47,,diff domain
96,#arrow-right,diff domain
94,#icon-audio,diff domain
97,#icon-bell,diff domain
103,#icon-calendar,diff domain
98,#icon-check,diff domain
93,#icon-close,diff domain
95,#icon-email,diff domain
101,#icon-eye,diff domain
104,#icon-facebook,diff domain
91,#icon-play,diff domain
102,#icon-record,diff domain
108,#icon-rss,diff domain
105,#icon-twitter,diff domain
106,#icon-youtube,diff domain
92,#logo,diff domain
107,#logo-inverted,diff domain
100,#pbs-vote-2020,diff domain
99,#pbs-vote-2020-grey,diff domain
76,fonts.googleapis.com,diff domain
74,googletagmanager.com,diff domain
75,googletagservices.com,diff domain
56,http://www.mutualofamerica.com/,diff domain
10,https://artscanvas.org,diff domain
53,https://cpb.org,diff domain
90,https://d3i6fh83elv35t.cloudfront.net/newshour/app/themes/pbs-newshour/assets/dist/app.css?v=1597774483,diff domain
84,https://d3i6fh83elv35t.cloudfront.net/static/assets/images/favicon/apple-touch-icon.png,diff domain
86,https://d3i6fh83elv35t.cloudfront.net/static/assets/images/favicon/favicon-16x16.png,diff domain
85,https://d3i6fh83elv35t.cloudfront.net/static/assets/images/favicon/favicon-32x32.png,diff domain
89,https://d3i6fh83elv35t.cloudfront.net/static/assets/images/favicon/favicon.ico,diff domain
87,https://d3i6fh83elv35t.cloudfront.net/static/assets/images/favicon/manifest.json,diff domain
88,https://d3i6fh83elv35t.cloudfront.net/static/assets/images/favicon/safari-pinned-tab.svg,diff domain
80,https://d3i6fh83elv35t.cloudfront.net/static/assets/images/ios/AppIcon57x57.png,diff domain
82,https://d3i6fh83elv35t.cloudfront.net/static/assets/images/ios/AppIcon57x57@2x.png,diff domain
81,https://d3i6fh83elv35t.cloudfront.net/static/assets/images/ios/AppIcon72x72.png,diff domain
83,https://d3i6fh83elv35t.cloudfront.net/static/assets/images/ios/AppIcon72x72@2x.png,diff domain
79,https://d3i6fh83elv35t.cloudfront.net/static/assets/images/ios/favicon.ico,diff domain
31,https://studentreportinglabs.org/,diff domain
62,https://twitter.com/NewsHour,diff domain
51,https://www.bnsf.com/,diff domain
52,https://www.consumercellular.com/pbs,diff domain
71,https://www.cpb.org/,diff domain
61,https://www.facebook.com/newshour,diff domain
54,https://www.fidelity.com/,diff domain
